,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1748,78,1955,4,12,4/12/55,11:55:00,3,TX,48,18,1,0,0,0,0,31.4,-95.48,31.4,-95.47,2.3,10,1,1,1,225,0,0,0,0
1749,79,1955,4,12,4/12/55,12:15:00,3,TX,48,19,2,0,0,3,0,31.77,-95.12,0,0,0.1,50,1,1,1,73,0,0,0,0
1754,84,1955,4,12,4/12/55,19:30:00,3,TX,48,20,0,0,0,0,0,32.48,-100.1,0,0,0.1,10,1,1,1,441,0,0,0,1
1762,92,1955,4,18,4/18/55,18:45:00,3,TX,48,21,3,0,0,4,0,35.4,-100.1,35.5,-100,8.9,100,1,1,1,483,0,0,0,0
1787,117,1955,4,22,4/22/55,23:25:00,3,TX,48,22,0,0,0,0,0,32.58,-99.67,0,0,0.1,10,1,1,1,253,0,0,0,0
1824,154,1955,5,5,5/5/55,19:00:00,3,TX,48,23,2,1,0,0,0,31.42,-103.53,0,0,0.1,10,1,1,1,389,0,0,0,0
1827,157,1955,5,6,5/6/55,18:15:00,3,TX,48,24,2,1,1,5,0,31.1,-97.35,30.98,-97.25,10.1,33,1,1,1,27,0,0,0,0
1828,158,1955,5,6,5/6/55,18:30:00,3,TX,48,25,0,0,0,0,0,31.05,-99.47,0,0,0.1,10,1,1,1,307,0,0,0,1
1829,159,1955,5,6,5/6/55,19:30:00,3,TX,48,26,2,0,0,5,0,30.78,-97.27,30.73,-97.22,4.9,100,1,1,1,331,0,0,0,0
1830,160,1955,5,8,5/8/55,15:15:00,3,TX,48,27,1,0,0,3,0,32.4,-100.9,0,0,1,17,1,1,1,335,0,0,0,0
1834,164,1955,5,10,5/10/55,16:30:00,3,TX,48,28,0,0,0,0,0,32.27,-101.5,0,0,0.1,10,1,1,1,227,0,0,0,1
1835,165,1955,5,10,5/10/55,16:30:00,3,TX,48,29,0,0,0,0,0,32.27,-101.5,0,0,0.1,10,1,1,1,227,0,0,0,1
1836,166,1955,5,10,5/10/55,16:30:00,3,TX,48,30,0,0,0,0,0,32.27,-101.5,0,0,0.1,10,1,1,1,227,0,0,0,1
1839,169,1955,5,10,5/10/55,18:00:00,3,TX,48,31,1,0,0,2,0,34.07,-102.58,0,0,0.1,10,1,1,1,279,0,0,0,1
1840,170,1955,5,10,5/10/55,18:00:00,3,TX,48,32,0,0,0,1,0,33.55,-101.92,33.58,-101.87,3.8,10,1,1,1,303,0,0,0,1
1841,171,1955,5,10,5/10/55,18:00:00,3,TX,48,33,0,0,0,0,0,33.43,-102.5,33.43,-102.5,0.1,10,1,1,1,219,0,0,0,0
1843,173,1955,5,11,5/11/55,10:30:00,3,TX,48,34,1,0,0,0,0,27.78,-97.67,0,0,1,10,1,1,1,355,0,0,0,0
1844,174,1955,5,11,5/11/55,10:30:00,3,TX,48,35,0,0,0,0,0,27.78,-97.67,0,0,0.5,10,1,1,1,355,0,0,0,0
1848,178,1955,5,11,5/11/55,16:15:00,3,TX,48,36,1,0,0,5,0,32.38,-98.98,32.47,-98.7,17.5,10,1,1,1,133,0,0,0,0
1849,179,1955,5,11,5/11/55,18:00:00,3,TX,48,37,2,0,0,0,0,32.1,-96.5,0,0,0.1,10,1,1,1,349,0,0,0,0
1856,186,1955,5,15,5/15/55,15:00:00,3,TX,48,39,0,0,0,0,0,29.6,-97.87,0,0,0.1,10,1,1,1,187,0,0,0,1
1857,187,1955,5,15,5/15/55,19:30:00,3,TX,48,38,0,0,0,0,0,29.5,-98.5,0,0,0.1,10,1,1,1,29,0,0,0,0
1858,188,1955,5,16,5/16/55,15:00:00,3,TX,48,41,1,0,0,0,0,33.05,-101.2,33.03,-101.12,4.9,17,1,1,1,169,0,0,0,0
1859,189,1955,5,16,5/16/55,16:20:00,3,TX,48,40,1,0,0,0,0,32.73,-100.88,32.83,-100.75,10.5,10,1,1,1,415,0,0,0,0
1860,190,1955,5,17,5/17/55,15:00:00,3,TX,48,43,1,0,0,0,0,34.2,-99.5,0,0,0.1,10,1,1,1,197,0,0,0,0
1861,191,1955,5,17,5/17/55,23:30:00,3,TX,48,42,1,0,0,0,0,31.72,-99.93,0,0,0.1,10,1,1,1,339,0,0,0,0
1862,192,1955,5,18,5/18/55,5:30:00,3,TX,48,44,2,0,0,4,0,28.7,-96.23,0,0,2.5,10,1,1,1,321,0,0,0,0
1863,193,1955,5,18,5/18/55,9:35:00,3,TX,48,45,0,0,0,0,0,28.82,-98.12,0,0,0.1,10,1,1,1,255,0,0,0,1
1864,194,1955,5,18,5/18/55,12:28:00,3,TX,48,46,1,0,0,0,0,33.62,-102.4,0,0,0.1,600,1,1,1,219,0,0,0,0
1866,196,1955,5,18,5/18/55,15:00:00,3,TX,48,48,1,0,0,0,0,34.27,-102.95,0,0,0.1,10,1,1,1,17,0,0,0,0
1867,197,1955,5,18,5/18/55,18:00:00,3,TX,48,47,2,0,0,4,0,29.57,-97.17,29.33,-96.95,20.7,300,1,1,1,285,0,0,0,0
1868,198,1955,5,19,5/19/55,5:00:00,3,TX,48,49,2,0,0,4,0,29.45,-96.95,0,0,2,50,1,1,1,285,0,0,0,0
1870,200,1955,5,19,5/19/55,15:00:00,3,TX,48,51,2,0,0,3,0,31.18,-94.8,0,0,0.5,67,1,1,1,5,0,0,0,0
1871,201,1955,5,19,5/19/55,15:00:00,3,TX,48,52,1,0,0,0,0,33.62,-100.33,33.58,-99.78,31.7,33,1,1,1,269,275,0,0,0
1872,202,1955,5,19,5/19/55,15:50:00,3,TX,48,50,0,0,0,0,0,31.35,-96.65,0,0,0.1,10,1,1,1,145,0,0,0,1
1876,206,1955,5,22,5/22/55,15:00:00,3,TX,48,56,2,0,0,0,0,33.8,-101.58,0,0,0.1,10,1,1,1,303,0,0,0,0
1877,207,1955,5,22,5/22/55,19:00:00,3,TX,48,53,1,0,0,3,0,33.37,-101.57,33.37,-101.57,0.1,33,1,1,1,227,0,0,0,0
1878,208,1955,5,22,5/22/55,20:00:00,3,TX,48,54,2,0,0,3,0,33.83,-101.83,33.67,-101.53,20.7,400,1,1,1,189,0,0,0,0
1879,209,1955,5,22,5/22/55,20:20:00,3,TX,48,55,0,0,0,0,0,36,-101.2,0,0,1.5,10,1,1,1,233,0,0,0,0
1881,211,1955,5,23,5/23/55,7:00:00,3,TX,48,57,2,0,0,0,0,29.32,-96.08,0,0,0.5,10,1,1,1,481,0,0,0,0
1886,216,1955,5,25,5/25/55,15:17:00,3,TX,48,58,4,18,2,5,0,35,-100.22,35.5,-99.82,45.1,1100,2,0,1,0,0,0,0,0
1889,219,1955,5,25,5/25/55,18:00:00,3,TX,48,59,0,0,0,0,0,31.83,-100.98,0,0,0.1,440,1,1,1,431,0,0,0,0
1898,228,1955,5,25,5/25/55,22:30:00,3,TX,48,60,1,0,0,3,0,32.85,-100.45,0,0,0.3,440,1,1,1,151,0,0,0,0
1900,230,1955,5,25,5/25/55,23:30:00,3,TX,48,61,2,0,0,3,0,33.42,-99.97,33.55,-99.83,11.9,300,1,1,1,275,0,0,0,0
1902,232,1955,5,26,5/26/55,1:38:00,3,TX,48,62,2,0,0,4,0,33.92,-98.5,33.92,-98.48,1.3,33,1,1,1,485,0,0,0,0
1912,242,1955,5,26,5/26/55,8:30:00,3,TX,48,63,0,0,0,0,0,32.08,-96.47,0,0,0.1,10,1,1,1,349,0,0,0,0
1965,296,1955,5,30,5/30/55,21:23:00,3,TX,48,64,2,0,0,4,0,31.83,-103.08,0,0,2,600,1,1,1,495,0,0,0,0
1968,299,1955,6,1,6/1/55,15:00:00,3,TX,48,66,1,0,0,0,0,34.38,-100.05,0,0,0.1,10,1,1,1,75,0,0,0,0
1973,304,1955,6,1,6/1/55,23:20:00,3,TX,48,65,0,0,0,0,0,32.62,-99.82,0,0,0.1,10,1,1,1,253,0,0,0,0
1980,311,1955,6,3,6/3/55,17:20:00,3,TX,48,67,0,0,0,0,0,36.02,-100.27,36.07,-100.18,5.7,10,1,1,1,211,295,0,0,0
1982,313,1955,6,3,6/3/55,18:00:00,3,TX,48,68,1,0,0,0,0,33.22,-98.85,33.23,-98.8,3.3,10,1,1,1,503,0,0,0,0
1993,324,1955,6,4,6/4/55,16:30:00,3,TX,48,69,2,0,0,4,0,32.05,-99.13,0,0,2,100,1,1,1,49,0,0,0,0
2028,359,1955,6,5,6/5/55,16:18:00,3,TX,48,70,1,0,0,0,0,30.85,-97.8,30.9,-97.68,7.8,1760,1,1,1,491,0,0,0,0
2029,360,1955,6,5,6/5/55,19:30:00,3,TX,48,71,2,0,0,5,0,28.03,-99.35,28.03,-99.3,3.6,10,1,1,1,283,0,0,0,0
2030,361,1955,6,5,6/5/55,22:00:00,3,TX,48,72,2,0,0,0,0,29.7,-96.78,0,0,0.1,10,1,1,1,89,0,0,0,0
2031,362,1955,6,5,6/5/55,23:00:00,3,TX,48,73,1,0,0,3,0,28.62,-96.63,0,0,0.1,10,1,1,1,57,0,0,0,0
2035,366,1955,6,8,6/8/55,15:00:00,3,TX,48,74,0,1,0,0,0,32.53,-98.68,0,0,2,10,1,1,1,133,0,0,0,0
2036,367,1955,6,8,6/8/55,15:00:00,3,TX,48,75,1,0,0,0,0,33.8,-98.95,0,0,0.1,10,1,1,1,9,23,0,0,0
2047,378,1955,6,16,6/16/55,1:20:00,3,TX,48,76,0,0,0,0,0,32.22,-98.67,0,0,0.1,10,1,1,1,133,0,0,0,0
2050,381,1955,6,16,6/16/55,15:00:00,3,TX,48,86,2,0,0,0,0,30.72,-101.22,0,0,3,333,1,1,1,105,0,0,0,0
2051,382,1955,6,16,6/16/55,15:30:00,3,TX,48,77,0,0,0,0,0,35.23,-101.65,0,0,0.3,67,1,1,1,375,0,0,0,0
2052,383,1955,6,16,6/16/55,15:30:00,3,TX,48,79,1,0,0,1,0,35.28,-101.38,0,0,1,17,1,1,1,65,0,0,0,0
2053,384,1955,6,16,6/16/55,15:30:00,3,TX,48,80,0,0,0,0,0,35.22,-101.27,0,0,2,17,1,1,1,11,0,0,0,0
2054,385,1955,6,16,6/16/55,15:30:00,3,TX,48,81,0,0,0,0,0,35.22,-101.27,0,0,2,17,1,1,1,11,0,0,0,0
2055,386,1955,6,16,6/16/55,15:30:00,3,TX,48,84,1,0,0,0,0,32.45,-99.85,0,0,0.1,10,1,1,1,441,399,0,0,0
2056,387,1955,6,16,6/16/55,16:07:00,3,TX,48,78,0,0,0,0,0,35.35,-101.35,0,0,0.3,10,1,1,1,65,0,0,0,0
2057,388,1955,6,16,6/16/55,17:00:00,3,TX,48,85,1,0,0,4,0,35.92,-100.12,35.95,-100.07,3.8,1320,1,1,1,211,0,0,0,0
2059,390,1955,6,16,6/16/55,18:30:00,3,TX,48,82,2,0,0,1,0,35,-101.07,0,0,1,20,1,1,1,129,0,0,0,0
2060,391,1955,6,16,6/16/55,18:30:00,3,TX,48,83,0,0,0,0,0,34.97,-100.93,0,0,1,10,1,1,1,129,0,0,0,0
2072,403,1955,6,17,6/17/55,19:10:00,3,TX,48,87,3,0,0,5,0,34.85,-100.22,34.88,-99.93,16.2,67,1,1,1,87,0,0,0,0
2081,412,1955,6,18,6/18/55,19:00:00,3,TX,48,88,0,0,0,0,0,33.73,-101.4,0,0,0.1,10,1,1,1,107,0,0,0,0
2082,413,1955,6,18,6/18/55,19:05:00,3,TX,48,89,0,0,0,0,0,34.55,-102.68,0,0,0.1,10,1,1,1,369,0,0,0,1
2084,415,1955,6,18,6/18/55,20:00:00,3,TX,48,90,0,0,0,0,0,36.33,-102.07,0,0,0.1,10,1,1,1,421,0,0,0,0
2085,416,1955,6,18,6/18/55,20:00:00,3,TX,48,91,0,0,0,0,0,36.33,-102.07,0,0,0.1,10,1,1,1,421,0,0,0,0
2086,417,1955,6,18,6/18/55,20:00:00,3,TX,48,92,0,0,0,1,0,36.33,-102.07,0,0,0.1,10,1,1,1,421,0,0,0,0
2092,423,1955,6,20,6/20/55,15:00:00,3,TX,48,94,0,0,0,0,0,31.65,-97.33,0,0,0.1,10,1,1,1,309,0,0,0,0
2093,424,1955,6,20,6/20/55,15:00:00,3,TX,48,95,0,0,0,0,0,31.65,-97.33,0,0,0.1,10,1,1,1,309,0,0,0,0
2096,427,1955,6,22,6/22/55,15:15:00,3,TX,48,96,0,0,0,0,0,27.78,-97.67,0,0,0.1,10,1,1,1,355,0,0,0,0
2164,495,1955,7,28,7/28/55,15:40:00,3,TX,48,97,1,0,0,0,0,34.07,-99.28,0,0,1,10,1,1,1,487,0,0,0,0
2176,507,1955,8,6,8/6/55,15:00:00,3,TX,48,98,1,0,0,3,0,32.95,-98.03,32.97,-97.98,3.3,10,1,1,1,367,0,0,0,0
2186,517,1955,8,12,8/12/55,13:37:00,3,TX,48,99,0,0,0,0,0,32.43,-100.62,0,0,1,10,1,1,1,335,0,0,0,0
2188,519,1955,8,18,8/18/55,19:00:00,3,TX,48,100,1,0,0,0,0,31.88,-100.3,0,0,2,167,1,1,1,81,0,0,0,0
2196,527,1955,8,29,8/29/55,17:00:00,3,TX,48,101,1,0,0,2,0,31.7,-98.3,0,0,0.3,17,1,1,1,193,0,0,0,0
2200,531,1955,8,30,8/30/55,15:10:00,3,TX,48,102,1,5,0,0,0,29.4,-96.08,0,0,1,33,1,1,1,481,0,0,0,0
2207,538,1955,9,20,9/20/55,15:00:00,3,TX,48,103,1,0,0,0,0,26.3,-98.17,0,0,0.1,10,1,1,1,215,0,0,0,0
2216,547,1955,9,25,9/25/55,4:30:00,3,TX,48,104,2,0,0,4,0,33.43,-98.77,0,0,1,50,1,1,1,503,0,0,0,0
2266,4,1956,2,8,2/8/56,11:00:00,3,TX,48,1,0,0,0,0,0,29.17,-95.43,0,0,0.3,10,1,1,1,39,0,0,0,0
2269,7,1956,2,14,2/14/56,12:30:00,3,TX,48,2,2,0,0,4,0,29.98,-93.95,30.22,-93.93,16.2,33,1,1,1,245,0,0,0,0
2270,8,1956,2,14,2/14/56,13:35:00,3,TX,48,3,0,0,0,4,0,31.85,-98.42,31.85,-98.42,0.1,200,1,1,1,93,0,0,0,0
2337,75,1956,3,21,3/21/56,15:00:00,3,TX,48,4,0,0,0,0,0,27.42,-98.08,0,0,0.1,10,1,1,1,249,0,0,0,0
2338,76,1956,3,21,3/21/56,15:00:00,3,TX,48,5,2,0,0,0,0,30.95,-96.98,0,0,1,33,1,1,1,331,0,0,0,0
2339,77,1956,3,21,3/21/56,15:00:00,3,TX,48,6,2,0,0,4,0,31.28,-97.73,0,0,0.8,33,1,1,1,99,0,0,0,0
2340,78,1956,3,21,3/21/56,15:25:00,3,TX,48,7,0,0,0,0,0,31.23,-97.47,0,0,0.1,33,1,1,1,27,0,0,0,0
2341,79,1956,3,21,3/21/56,15:25:00,3,TX,48,8,1,0,0,3,0,31.1,-97.6,0,0,0.1,50,1,1,1,27,0,0,0,0
2390,128,1956,4,5,4/5/56,15:15:00,3,TX,48,9,3,0,0,5,0,30.68,-96.37,30.68,-96.28,5.2,67,1,1,1,41,0,0,0,0
2406,144,1956,4,14,4/14/56,20:00:00,3,TX,48,10,1,0,0,5,0,32.5,-97,0,0,1,200,1,1,1,139,0,0,0,0
2427,165,1956,4,30,4/30/56,16:45:00,3,TX,48,11,0,0,0,3,0,30.55,-103.3,0,0,10,333,1,1,1,371,0,0,0,0
2428,166,1956,5,1,5/1/56,14:00:00,3,TX,48,12,1,0,0,2,0,31.63,-97.15,31.63,-97.08,4.3,33,1,1,1,309,0,0,0,0
2429,167,1956,5,1,5/1/56,15:15:00,3,TX,48,13,1,0,0,0,0,31.43,-97.73,0,0,1,17,1,1,1,99,0,0,0,0
2430,168,1956,5,1,5/1/56,19:50:00,3,TX,48,14,1,0,0,4,0,31.17,-98.07,0,0,0.5,17,1,1,1,281,0,0,0,0
2436,174,1956,5,7,5/7/56,18:35:00,3,TX,48,15,1,1,0,4,0,32.32,-102.57,0,0,0.3,50,1,1,1,3,0,0,0,0
2437,175,1956,5,7,5/7/56,22:00:00,3,TX,48,16,0,0,0,3,0,33.15,-100.23,0,0,0.5,17,1,1,1,433,0,0,0,0
2438,176,1956,5,8,5/8/56,1:45:00,3,TX,48,17,2,0,0,3,0,34.02,-100.28,0,0,1,67,1,1,1,101,0,0,0,0
2467,205,1956,5,14,5/14/56,20:30:00,3,TX,48,18,1,0,0,3,0,31.62,-100.2,0,0,0.2,17,1,1,1,399,0,0,0,0
2477,215,1956,5,23,5/23/56,20:00:00,3,TX,48,19,1,0,0,4,0,33.95,-99.28,0,0,0.5,17,1,1,1,487,0,0,0,0
2481,219,1956,5,25,5/25/56,16:00:00,3,TX,48,20,1,0,0,4,0,33.55,-102.4,0,0,1.5,400,1,1,1,219,0,0,0,0
2483,221,1956,5,27,5/27/56,16:30:00,3,TX,48,21,0,0,0,0,0,33.42,-99.97,33.28,-99.8,13.3,17,1,1,1,275,207,0,0,0
2484,222,1956,5,27,5/27/56,16:30:00,3,TX,48,22,0,0,0,0,0,33.3,-99.97,33.28,-99.8,9.7,17,1,1,1,275,207,0,0,0
2485,223,1956,5,27,5/27/56,16:30:00,3,TX,48,23,1,0,0,4,0,33.05,-99.9,0,0,1,17,1,1,1,207,0,0,0,0
2486,224,1956,5,27,5/27/56,16:30:00,3,TX,48,24,1,0,0,4,0,33,-99.88,0,0,1,17,1,1,1,207,0,0,0,0
2487,225,1956,5,27,5/27/56,17:00:00,3,TX,48,25,0,0,0,0,0,33.32,-99.85,0,0,1,17,1,1,1,207,0,0,0,0
2488,226,1956,5,27,5/27/56,17:30:00,3,TX,48,26,0,0,0,0,0,33.25,-100.58,0,0,1,17,1,1,1,263,0,0,0,0
2494,232,1956,5,29,5/29/56,20:30:00,3,TX,48,27,0,0,0,3,0,34.43,-101.7,0,0,0.1,17,1,1,1,437,0,0,0,0
2495,233,1956,5,29,5/29/56,20:50:00,3,TX,48,28,0,0,0,0,0,33.6,-102.62,0,0,0.5,17,1,1,1,79,0,0,0,0
2534,272,1956,6,17,6/17/56,15:00:00,3,TX,48,29,3,0,0,3,0,33.82,-102.18,0,0,1,20,1,1,1,219,0,0,0,0
2535,273,1956,6,17,6/17/56,15:30:00,3,TX,48,30,1,0,0,3,0,33.53,-101.97,0,0,0.3,17,1,1,1,303,0,0,0,0
2539,277,1956,6,18,6/18/56,8:00:00,3,TX,48,31,0,0,0,0,0,27.75,-98.08,0,0,0.1,13,1,1,1,249,0,0,0,0
2541,279,1956,6,19,6/19/56,13:30:00,3,TX,48,32,1,3,0,3,0,28.03,-97.52,0,0,0.5,300,1,1,1,409,0,0,0,0
2550,288,1956,6,22,6/22/56,18:45:00,3,TX,48,33,1,3,0,1,0,32.25,-101.52,0,0,0.4,33,1,1,1,227,0,0,0,0
2594,332,1956,7,4,7/4/56,15:50:00,3,TX,48,34,0,0,0,0,0,32.88,-99.9,0,0,1,13,1,1,1,253,0,0,0,0
2595,333,1956,7,4,7/4/56,17:00:00,3,TX,48,35,0,0,0,3,0,34.97,-101.93,0,0,0.4,10,1,1,1,381,0,0,0,0
2646,384,1956,7,20,7/20/56,15:00:00,3,TX,48,36,1,0,0,3,0,31.2,-98.73,0,0,1,33,1,1,1,411,0,0,0,0
2656,395,1956,7,24,7/24/56,14:30:00,3,TX,48,38,1,0,0,3,0,32.58,-97.27,0,0,0.1,10,1,1,1,439,0,0,0,1
2657,394,1956,7,24,7/24/56,14:30:00,3,TX,48,37,1,0,0,3,0,32.58,-97.27,0,0,0.5,17,1,1,1,439,0,0,0,0
2658,396,1956,7,24,7/24/56,18:30:00,3,TX,48,39,1,1,0,4,0,32.15,-94.33,0,0,0.1,10,1,1,1,365,0,0,0,0
2675,413,1956,8,8,8/8/56,16:00:00,3,TX,48,40,2,0,0,3,0,34.07,-98.22,0,0,2,50,1,1,1,77,0,0,0,0
2685,423,1956,8,14,8/14/56,18:40:00,3,TX,48,41,2,0,0,3,0,32.55,-97.07,32.58,-97.02,3.8,33,1,1,1,139,0,0,0,0
2696,434,1956,8,29,8/29/56,18:30:00,3,TX,48,42,1,0,0,4,0,33.08,-97.57,33.13,-97.43,8.7,33,1,1,1,497,0,0,0,0
2702,440,1956,8,31,8/31/56,14:00:00,3,TX,48,43,1,0,0,3,0,32.38,-97.32,32.38,-97.3,1.3,100,1,1,1,251,0,0,0,0
2708,446,1956,9,4,9/4/56,16:00:00,3,TX,48,44,2,0,0,4,0,30.63,-97.65,30.15,-96.88,56.6,250,1,1,1,491,287,0,0,0
2711,449,1956,9,7,9/7/56,17:00:00,3,TX,48,45,2,0,0,3,0,26.9,-99.28,0,0,0.1,50,1,1,1,505,0,0,0,0
2723,461,1956,10,4,10/4/56,13:30:00,3,TX,48,46,1,0,0,3,0,27.64,-97.8,0,0,1,33,1,1,1,355,0,0,0,0
2724,462,1956,10,4,10/4/56,15:25:00,3,TX,48,47,1,2,0,4,0,29.9,-93.95,0,0,0.5,17,1,1,1,245,0,0,0,0
2726,464,1956,10,18,10/18/56,7:00:00,3,TX,48,48,2,0,0,3,0,28.68,-99.82,0,0,1,27,1,1,1,507,0,0,0,0
2727,465,1956,10,20,10/20/56,12:56:00,3,TX,48,49,1,0,0,0,0,30.35,-97.68,0,0,0.3,33,1,1,1,453,0,0,0,0
2728,466,1956,10,20,10/20/56,13:35:00,3,TX,48,50,0,0,0,0,0,28.45,-98.55,0,0,1,33,1,1,1,311,0,0,0,0
2729,467,1956,10,20,10/20/56,13:35:00,3,TX,48,51,0,0,0,0,0,28.45,-98.55,0,0,0.5,17,1,1,1,311,0,0,0,0
2730,468,1956,10,20,10/20/56,13:35:00,3,TX,48,52,0,0,0,0,0,28.45,-98.55,0,0,0.5,17,1,1,1,311,0,0,0,0
2731,469,1956,10,20,10/20/56,13:35:00,3,TX,48,53,2,0,0,0,0,28.45,-98.1,0,0,1.5,33,1,1,1,297,0,0,0,0
2732,470,1956,10,20,10/20/56,16:25:00,3,TX,48,54,2,1,0,3,0,29.58,-97.97,0,0,1,33,1,1,1,187,0,0,0,0
2751,489,1956,11,1,11/1/56,17:45:00,3,TX,48,55,0,0,0,0,0,28.72,-96.02,0,0,0.1,10,1,1,1,321,0,0,0,0
2753,491,1956,11,5,11/5/56,11:50:00,3,TX,48,56,2,0,0,3,0,29.9,-94,0,0,0.2,17,1,1,1,245,0,0,0,0
2787,21,1957,2,16,2/16/57,13:30:00,3,TX,48,1,0,0,0,2,0,26.2,-97.78,0,0,1.5,200,1,1,1,61,0,0,0,0
2790,24,1957,3,11,3/11/57,21:00:00,3,TX,48,2,0,0,0,1,0,28.7,-98,0,0,1,33,1,1,1,255,0,0,0,0
2800,34,1957,3,17,3/17/57,13:30:00,3,TX,48,3,2,4,0,0,0,29.38,-95.13,29.47,-94.97,11.6,67,1,1,1,167,0,0,0,0
2801,35,1957,3,17,3/17/57,13:30:00,3,TX,48,5,2,0,0,0,0,29.48,-94.93,0,0,0.1,10,1,1,1,167,0,0,0,0
2802,36,1957,3,17,3/17/57,13:55:00,3,TX,48,4,2,7,1,0,0,29.4,-94.92,0,0,0.1,10,1,1,1,167,0,0,0,0
2803,37,1957,3,17,3/17/57,15:18:00,3,TX,48,6,1,0,0,5,0,29.42,-95.27,29.43,-95.17,6.4,40,1,1,1,39,0,0,0,0
2804,38,1957,3,17,3/17/57,16:30:00,3,TX,48,7,2,4,0,0,0,29.42,-94.82,29.47,-94.72,7.1,67,1,1,1,167,0,0,0,0
2805,39,1957,3,17,3/17/57,16:45:00,3,TX,48,8,0,0,0,0,0,29.52,-94.48,29.57,-94.38,7.1,67,1,1,1,167,0,0,0,0
2806,40,1957,3,17,3/17/57,17:00:00,3,TX,48,9,0,0,0,0,0,29.43,-95.27,0,0,0.1,10,1,1,1,39,0,0,0,1
2807,41,1957,3,17,3/17/57,17:50:00,3,TX,48,10,2,0,0,3,0,29.95,-93.95,0,0,0.9,100,1,1,1,245,0,0,0,0
2808,42,1957,3,20,3/20/57,18:45:00,3,TX,48,13,3,2,0,4,0,30.27,-96.83,30.32,-96.73,7.2,10,1,1,1,287,0,0,0,0
2809,43,1957,3,20,3/20/57,19:10:00,3,TX,48,11,3,2,0,4,0,30.32,-96.92,30.45,-96.68,16.9,1760,1,1,1,287,51,0,0,0
2810,44,1957,3,20,3/20/57,19:15:00,3,TX,48,12,1,0,0,3,0,29.97,-98.72,0,0,1,50,1,1,1,259,0,0,0,0
2811,45,1957,3,20,3/20/57,19:45:00,3,TX,48,14,1,0,0,5,0,32.18,-96.93,0,0,1,10,1,1,1,139,0,0,0,1
2813,47,1957,3,31,3/31/57,7:55:00,3,TX,48,15,2,0,0,3,0,29.82,-98.75,0,0,1.5,880,1,1,1,259,0,0,0,0
2814,48,1957,3,31,3/31/57,9:05:00,3,TX,48,16,2,0,0,5,0,30.38,-97.72,0,0,0.5,100,1,1,1,453,0,0,0,0
2815,49,1957,3,31,3/31/57,10:50:00,3,TX,48,17,2,0,0,4,0,30.5,-97.63,0,0,0.1,10,1,1,1,453,0,0,0,0
2816,50,1957,3,31,3/31/57,12:30:00,3,TX,48,18,2,2,0,4,0,30.72,-95.55,0,0,2,100,1,1,1,471,0,0,0,0
2817,51,1957,3,31,3/31/57,13:30:00,3,TX,48,19,1,0,0,3,0,28.87,-96.22,0,0,1.5,33,1,1,1,321,0,0,0,0
2819,53,1957,3,31,3/31/57,16:10:00,3,TX,48,20,0,0,0,3,0,30.67,-96.38,0,0,1,200,1,1,1,41,0,0,0,0
2821,55,1957,3,31,3/31/57,20:00:00,3,TX,48,21,1,0,0,4,0,29.73,-94.97,0,0,0.1,10,1,1,1,277,0,0,0,1
2822,56,1957,3,31,3/31/57,21:15:00,3,TX,48,22,1,0,0,2,0,30.45,-97.72,0,0,0.1,10,1,1,1,453,0,0,0,0
2828,62,1957,4,2,4/2/57,3:00:00,3,TX,48,34,0,0,0,0,0,33.25,-97.38,0,0,0.1,10,1,1,1,97,121,0,0,1
2829,63,1957,4,2,4/2/57,15:00:00,3,TX,48,23,2,2,0,4,0,33.47,-96.58,0,0,0.1,10,1,1,1,181,0,0,0,0
2830,64,1957,4,2,4/2/57,15:25:00,3,TX,48,24,2,1,0,4,0,33.93,-97.72,0,0,2,33,1,1,1,337,0,0,0,0
2832,66,1957,4,2,4/2/57,15:50:00,3,TX,48,25,0,0,0,3,0,32.97,-97.05,0,0,0.3,67,1,1,1,439,0,0,0,0
2833,67,1957,4,2,4/2/57,16:00:00,3,TX,48,26,0,0,0,4,0,33.72,-96.7,0,0,0.1,10,1,1,1,181,0,0,0,0
2834,68,1957,4,2,4/2/57,16:20:00,3,TX,48,27,3,4,0,5,0,33.28,-96.62,33.42,-96.58,10.7,33,1,1,1,85,181,0,0,0
2835,69,1957,4,2,4/2/57,16:30:00,3,TX,48,28,3,200,10,6,0,32.85,-96.83,33.1,-96.83,17.2,100,1,1,1,113,0,0,0,0
2840,74,1957,4,2,4/2/57,18:00:00,3,TX,48,33,2,2,1,4,0,33.48,-95.77,33.57,-95.72,6.5,100,1,1,1,277,0,0,0,0
2841,75,1957,4,2,4/2/57,18:05:00,3,TX,48,29,2,0,0,4,0,35.45,-100.27,0,0,0.3,33,1,1,1,483,0,0,0,0
2842,76,1957,4,2,4/2/57,18:15:00,3,TX,48,30,3,1,0,5,0,33.03,-97.55,0,0,0.1,10,1,1,1,497,0,0,0,0
2843,78,1957,4,2,4/2/57,18:30:00,3,TX,48,31,1,0,0,4,0,33.23,-97.33,0,0,1.5,67,1,1,1,121,97,0,0,1
2845,79,1957,4,2,4/2/57,18:30:00,3,TX,48,32,2,0,0,4,0,33.5,-95.8,0,0,0.1,10,1,1,1,277,0,0,0,0
